Question,Answer
Можно ли через МФЦ подать заявление в ЗАГС на регистрацию брака?,"К сожалению, данная услуга Департамента записи актов гражданского состояния Забайкальского края не оказывается на базе Центра 'Мои Документы'. Рекомендуем обратиться непосредственно в Отдел ЗАГС по месту Вашего жительства, либо воспользоваться Единым порталом государственных и муниципальных услуг (если Вы имеете подтвержденную учетную запись на Портале государственных услуг). "
